username,content,Lingkungan,Harga,Pemandangan,cleaning,hapusEmoji,replaceTOM,caseFolding,tokenizing,formalisasi,stopwordRemoval,stemming
Suryawati Nazarudy,Bau kotoran kuda,Negatif,,,Bau kotoran kuda,Bau kotoran kuda,Bau kotoran kuda,bau kotoran kuda,"['bau', 'kotoran', 'kuda']","['bau', 'kotoran', 'kuda']","['bau', 'kotoran', 'kuda']","['bau', 'kotor', 'kuda']"
Bungkams,Sekarang kumuh dan semrawutnya,Negatif,,Negatif,Sekarang kumuh dan semrawutnya,Sekarang kumuh dan semrawutnya,Sekarang kumuh dan semrawutnya,sekarang kumuh dan semrawutnya,"['sekarang', 'kumuh', 'dan', 'semrawutnya']","['sekarang', 'kumuh', 'dan', 'semrawutnya']","['kumuh', 'semrawutnya']","['kumuh', 'semrawut']"
Ubay Nina,Tempatnya sejuukk bngedd,,,,Tempatnya sejuukk bngedd,Tempatnya sejuukk bngedd,Tempatnya sejuukk bngedd,tempatnya sejuukk bngedd,"['tempatnya', 'sejuukk', 'bngedd']","['tempatnya', 'sejuukk', 'bngedd']","['tempatnya', 'sejuukk', 'bngedd']","['tempat', 'sejuukk', 'bngedd']"
septian Dk,Sejuk nyaman,Positif,,,Sejuk nyaman,Sejuk nyaman,Sejuk nyaman,sejuk nyaman,"['sejuk', 'nyaman']","['sejuk', 'nyaman']","['sejuk', 'nyaman']","['sejuk', 'nyaman']"
Bagus Prayogo,Kurang penataan pedanang,,,,Kurang penataan pedanang,Kurang penataan pedanang,Kurang penataan pedanang,kurang penataan pedanang,"['kurang', 'penataan', 'pedanang']","['kurang', 'penataan', 'pedanang']","['penataan', 'pedanang']","['tata', 'pedanang']"
Muh Khumaini,Telaga Airnya bersih,Positif,,,Telaga Airnya bersih,Telaga Airnya bersih,Telaga Airnya bersih,telaga airnya bersih,"['telaga', 'airnya', 'bersih']","['telaga', 'airnya', 'bersih']","['telaga', 'airnya', 'bersih']","['telaga', 'air', 'bersih']"
Dicky Abdullah,parkir mahal,,Negatif,,parkir mahal,parkir mahal,parkir mahal,parkir mahal,"['parkir', 'mahal']","['parkir', 'mahal']","['parkir', 'mahal']","['parkir', 'mahal']"
shakeela_dekorasi,Suka billanya,,,,Suka billanya,Suka billanya,Suka billanya,suka billanya,"['suka', 'billanya']","['suka', 'billanya']","['suka', 'billanya']","['suka', 'billanya']"
sugeng kurniadi,Jorok,,,,Jorok,Jorok,Jorok,jorok,['jorok'],['jorok'],['jorok'],['jorok']
Ahmad Fanani,Sip,,,,Sip,Sip,Sip,sip,['sip'],['sip'],['sip'],['sip']
Doel Rahman,Kurang akurat,,,,Kurang akurat,Kurang akurat,Kurang akurat,kurang akurat,"['kurang', 'akurat']","['kurang', 'akurat']",['akurat'],['akurat']
Puji Wulansuci,Sanagat indah,,,Positif,Sanagat indah,Sanagat indah,Sanagat indah,sanagat indah,"['sanagat', 'indah']","['sanagat', 'indah']","['sanagat', 'indah']","['sanagat', 'indah']"
Zzudwa," Kalau bukan speed boat tempat ini membosankan.    Danau kecil,   banyak orang yang mencoba berbisnis di sana.    Tiket masuk 19k per orang,   perahu 60k per lingkaran,   kuda saya tidak suka.    Dan banyak toko yang menjualÂ â¦",,,,Kalau bukan speed boat tempat ini membosankan     Danau kecil    banyak orang yang mencoba berbisnis di sana     Tiket masuk 19k per orang    perahu 60k per lingkaran    kuda saya tidak suka     Dan banyak toko yang menjualÂ â¦,Kalau bukan speed boat tempat ini membosankan     Danau kecil    banyak orang yang mencoba berbisnis di sana     Tiket masuk 19k per orang    perahu 60k per lingkaran    kuda saya tidak suka     Dan banyak toko yang menjual,Kalau bukan speed boat tempat ini membosankan Danau kecil banyak orang yang mencoba berbisnis di sana Tiket masuk 19k per orang perahu 60k per lingkaran kuda saya tidak suka Dan banyak toko yang menjual,kalau bukan speed boat tempat ini membosankan danau kecil banyak orang yang mencoba berbisnis di sana tiket masuk 19k per orang perahu 60k per lingkaran kuda saya tidak suka dan banyak toko yang menjual,"['kalau', 'bukan', 'speed', 'boat', 'tempat', 'ini', 'membosankan', 'danau', 'kecil', 'banyak', 'orang', 'yang', 'mencoba', 'berbisnis', 'di', 'sana', 'tiket', 'masuk', '19k', 'per', 'orang', 'perahu', '60k', 'per', 'lingkaran', 'kuda', 'saya', 'tidak', 'suka', 'dan', 'banyak', 'toko', 'yang', 'menjual']","['kalau', 'bukan', 'speed', 'boat', 'tempat', 'ini', 'membosankan', 'danau', 'kecil', 'banyak', 'orang', 'yang', 'mencoba', 'berbisnis', 'di', 'sana', 'tiket', 'masuk', '19k', 'per', 'orang', 'perahu', '60k', 'per', 'lingkaran', 'kuda', 'saya', 'tidak', 'suka', 'dan', 'banyak', 'toko', 'yang', 'menjual']","['speed', 'boat', 'membosankan', 'danau', 'orang', 'mencoba', 'berbisnis', 'tiket', 'masuk', '19k', 'orang', 'perahu', '60k', 'lingkaran', 'kuda', 'suka', 'toko', 'menjual']","['speed', 'boat', 'bosan', 'danau', 'orang', 'coba', 'bisnis', 'tiket', 'masuk', '19k', 'orang', 'perahu', '60k', 'lingkar', 'kuda', 'suka', 'toko', 'jual']"
Cherry Su, Seharusnya bebas mobil dan motor di sekitar danau.   .    tidak banyak tempat wisata di sekitar siniÂ â¦,,,Positif,Seharusnya bebas mobil dan motor di sekitar danau         tidak banyak tempat wisata di sekitar siniÂ â¦,Seharusnya bebas mobil dan motor di sekitar danau         tidak banyak tempat wisata di sekitar sini,Seharusnya bebas mobil dan motor di sekitar danau tidak banyak tempat wisata di sekitar sini,seharusnya bebas mobil dan motor di sekitar danau tidak banyak tempat wisata di sekitar sini,"['seharusnya', 'bebas', 'mobil', 'dan', 'motor', 'di', 'sekitar', 'danau', 'tidak', 'banyak', 'tempat', 'wisata', 'di', 'sekitar', 'sini']","['seharusnya', 'bebas', 'mobil', 'dan', 'motor', 'di', 'sekitar', 'danau', 'tidak', 'banyak', 'tempat', 'wisata', 'di', 'sekitar', 'sini']","['bebas', 'mobil', 'motor', 'danau', 'wisata']","['bebas', 'mobil', 'motor', 'danau', 'wisata']"
Anton Tri Sutrisno," Saya harap pemerintah Magetan membuat aturan tentang penjual di sini.    Dan bagi seluruh masyarakat yang berada di sekitar telaga Sarangan,   harap tetap menjaga kebersihan.   Â â¦",Positif,,,Saya harap pemerintah Magetan membuat aturan tentang penjual di sini     Dan bagi seluruh masyarakat yang berada di sekitar telaga Sarangan    harap tetap menjaga kebersihan    Â â¦,Saya harap pemerintah Magetan membuat aturan tentang penjual di sini     Dan bagi seluruh masyarakat yang berada di sekitar telaga Sarangan    harap tetap menjaga kebersihan    ,Saya harap pemerintah Magetan membuat aturan tentang penjual di sini Dan bagi seluruh masyarakat yang berada di sekitar telaga Sarangan harap tetap menjaga kebersihan ,saya harap pemerintah magetan membuat aturan tentang penjual di sini dan bagi seluruh masyarakat yang berada di sekitar telaga sarangan harap tetap menjaga kebersihan ,"['saya', 'harap', 'pemerintah', 'magetan', 'membuat', 'aturan', 'tentang', 'penjual', 'di', 'sini', 'dan', 'bagi', 'seluruh', 'masyarakat', 'yang', 'berada', 'di', 'sekitar', 'telaga', 'sarangan', 'harap', 'tetap', 'menjaga', 'kebersihan']","['saya', 'harap', 'pemerintah', 'magetan', 'membuat', 'aturan', 'tentang', 'penjual', 'di', 'sini', 'dan', 'bagi', 'seluruh', 'masyarakat', 'yang', 'berada', 'di', 'sekitar', 'telaga', 'sarangan', 'harap', 'tetap', 'menjaga', 'kebersihan']","['harap', 'pemerintah', 'magetan', 'aturan', 'penjual', 'masyarakat', 'telaga', 'sarangan', 'harap', 'menjaga', 'kebersihan']","['harap', 'perintah', 'magetan', 'atur', 'jual', 'masyarakat', 'telaga', 'sarangan', 'harap', 'jaga', 'bersih']"
Laurentius Triargopuro," tempat nyaman,   bersih.    sewa perahu murah 60 ribu Â â¦",Positif,Positif,,tempat nyaman    bersih     sewa perahu murah 60 ribu Â â¦,tempat nyaman    bersih     sewa perahu murah 60 ribu ,tempat nyaman bersih sewa perahu murah 60 ribu ,tempat nyaman bersih sewa perahu murah 60 ribu ,"['tempat', 'nyaman', 'bersih', 'sewa', 'perahu', 'murah', '60', 'ribu']","['tempat', 'nyaman', 'bersih', 'sewa', 'perahu', 'murah', '60', 'ribu']","['nyaman', 'bersih', 'sewa', 'perahu', 'murah', '60', 'ribu']","['nyaman', 'bersih', 'sewa', 'perahu', 'murah', '60', 'ribu']"
Mr Top Speed," Belum memiliki 5 statistik hotel setelah bertahun-tahun tidak ada peningkatan signifikan pada fasilitas terutama hotel.    Tidak ada wifi yang bagus,   tidak ada toilet umum gratis.   Â â¦",,,Positif,Belum memiliki 5 statistik hotel setelah bertahun tahun tidak ada peningkatan signifikan pada fasilitas terutama hotel     Tidak ada wifi yang bagus    tidak ada toilet umum gratis    Â â¦,Belum memiliki 5 statistik hotel setelah bertahun tahun tidak ada peningkatan signifikan pada fasilitas terutama hotel     Tidak ada wifi yang bagus    tidak ada toilet umum gratis    ,Belum memiliki 5 statistik hotel setelah bertahun tahun tidak ada peningkatan signifikan pada fasilitas terutama hotel Tidak ada wifi yang bagus tidak ada toilet umum gratis ,belum memiliki 5 statistik hotel setelah bertahun tahun tidak ada peningkatan signifikan pada fasilitas terutama hotel tidak ada wifi yang bagus tidak ada toilet umum gratis ,"['belum', 'memiliki', '5', 'statistik', 'hotel', 'setelah', 'bertahun', 'tahun', 'tidak', 'ada', 'peningkatan', 'signifikan', 'pada', 'fasilitas', 'terutama', 'hotel', 'tidak', 'ada', 'wifi', 'yang', 'bagus', 'tidak', 'ada', 'toilet', 'umum', 'gratis']","['belum', 'memiliki', '5', 'statistik', 'hotel', 'setelah', 'bertahun', 'tahun', 'tidak', 'ada', 'peningkatan', 'signifikan', 'pada', 'fasilitas', 'terutama', 'hotel', 'tidak', 'ada', 'wifi', 'yang', 'bagus', 'tidak', 'ada', 'toilet', 'umum', 'gratis']","['memiliki', '5', 'statistik', 'hotel', 'bertahun', 'peningkatan', 'signifikan', 'fasilitas', 'hotel', 'wifi', 'bagus', 'toilet', 'gratis']","['milik', '5', 'statistik', 'hotel', 'tahun', 'tingkat', 'signifikan', 'fasilitas', 'hotel', 'wifi', 'bagus', 'toilet', 'gratis']"
Fandy," Tempat yang bagus,   namun saya benci staf parkir.    Mereka meminta 10rb untuk parkir mobil,   di tempat parkir gratis.    Seharusnya Pemkab harus menangkap petugas parkir liar tersebut.   Â â¦",,,Positif,Tempat yang bagus    namun saya benci staf parkir     Mereka meminta 10rb untuk parkir mobil    di tempat parkir gratis     Seharusnya Pemkab harus menangkap petugas parkir liar tersebut    Â â¦,Tempat yang bagus    namun saya benci staf parkir     Mereka meminta 10rb untuk parkir mobil    di tempat parkir gratis     Seharusnya Pemkab harus menangkap petugas parkir liar tersebut    ,Tempat yang bagus namun saya benci staf parkir Mereka meminta 10rb untuk parkir mobil di tempat parkir gratis Seharusnya Pemkab harus menangkap petugas parkir liar tersebut ,tempat yang bagus namun saya benci staf parkir mereka meminta 10rb untuk parkir mobil di tempat parkir gratis seharusnya pemkab harus menangkap petugas parkir liar tersebut ,"['tempat', 'yang', 'bagus', 'namun', 'saya', 'benci', 'staf', 'parkir', 'mereka', 'meminta', '10rb', 'untuk', 'parkir', 'mobil', 'di', 'tempat', 'parkir', 'gratis', 'seharusnya', 'pemkab', 'harus', 'menangkap', 'petugas', 'parkir', 'liar', 'tersebut']","['tempat', 'yang', 'bagus', 'namun', 'saya', 'benci', 'staf', 'parkir', 'mereka', 'meminta', '10rb', 'untuk', 'parkir', 'mobil', 'di', 'tempat', 'parkir', 'gratis', 'seharusnya', 'pemkab', 'harus', 'menangkap', 'petugas', 'parkir', 'liar', 'tersebut']","['bagus', 'benci', 'staf', 'parkir', '10rb', 'parkir', 'mobil', 'parkir', 'gratis', 'pemkab', 'menangkap', 'petugas', 'parkir', 'liar']","['bagus', 'benci', 'staf', 'parkir', '10rb', 'parkir', 'mobil', 'parkir', 'gratis', 'pemkab', 'tangkap', 'tugas', 'parkir', 'liar']"
Andre Nesia," Tempat ini indah tetapi membutuhkan banyak manajemen.    Penuh sesak,   dan kurangnya daya tarik wisata.    Mohon ditingkatkan lagi.   Â â¦",,,Positif,Tempat ini indah tetapi membutuhkan banyak manajemen     Penuh sesak    dan kurangnya daya tarik wisata     Mohon ditingkatkan lagi    Â â¦,Tempat ini indah tetapi membutuhkan banyak manajemen     Penuh sesak    dan kurangnya daya tarik wisata     Mohon ditingkatkan lagi    ,Tempat ini indah tetapi membutuhkan banyak manajemen Penuh sesak dan kurangnya daya tarik wisata Mohon ditingkatkan lagi ,tempat ini indah tetapi membutuhkan banyak manajemen penuh sesak dan kurangnya daya tarik wisata mohon ditingkatkan lagi ,"['tempat', 'ini', 'indah', 'tetapi', 'membutuhkan', 'banyak', 'manajemen', 'penuh', 'sesak', 'dan', 'kurangnya', 'daya', 'tarik', 'wisata', 'mohon', 'ditingkatkan', 'lagi']","['tempat', 'ini', 'indah', 'tetapi', 'membutuhkan', 'banyak', 'manajemen', 'penuh', 'sesak', 'dan', 'kurangnya', 'daya', 'tarik', 'wisata', 'mohon', 'ditingkatkan', 'lagi']","['indah', 'membutuhkan', 'manajemen', 'penuh', 'sesak', 'kurangnya', 'daya', 'tarik', 'wisata', 'mohon', 'ditingkatkan']","['indah', 'butuh', 'manajemen', 'penuh', 'sesak', 'kurang', 'daya', 'tarik', 'wisata', 'mohon', 'tingkat']"
Handoko Agung Prabowo, Tempat ini muak dengan banyaknya sampah di sekitar danau sarangan.   .   Jauh berbeda dengan 10 tahun lalu.   Â â¦,Negatif,,,Tempat ini muak dengan banyaknya sampah di sekitar danau sarangan        Jauh berbeda dengan 10 tahun lalu    Â â¦,Tempat ini muak dengan banyaknya sampah di sekitar danau sarangan        Jauh berbeda dengan 10 tahun lalu    ,Tempat ini muak dengan banyaknya sampah di sekitar danau sarangan Jauh berbeda dengan 10 tahun lalu ,tempat ini muak dengan banyaknya sampah di sekitar danau sarangan jauh berbeda dengan 10 tahun lalu ,"['tempat', 'ini', 'muak', 'dengan', 'banyaknya', 'sampah', 'di', 'sekitar', 'danau', 'sarangan', 'jauh', 'berbeda', 'dengan', '10', 'tahun', 'lalu']","['tempat', 'ini', 'muak', 'dengan', 'banyaknya', 'sampah', 'di', 'sekitar', 'danau', 'sarangan', 'jauh', 'berbeda', 'dengan', '10', 'tahun', 'lalu']","['muak', 'banyaknya', 'sampah', 'danau', 'sarangan', 'berbeda', '10']","['muak', 'banyak', 'sampah', 'danau', 'sarangan', 'beda', '10']"
Bernet Agung, Terlalu ramai karena pasar tradisional dan tidak ada pemandangan yang istimewaÂ â¦,,,Positif,Terlalu ramai karena pasar tradisional dan tidak ada pemandangan yang istimewaÂ â¦,Terlalu ramai karena pasar tradisional dan tidak ada pemandangan yang istimewa,Terlalu ramai karena pasar tradisional dan tidak ada pemandangan yang istimewa,terlalu ramai karena pasar tradisional dan tidak ada pemandangan yang istimewa,"['terlalu', 'ramai', 'karena', 'pasar', 'tradisional', 'dan', 'tidak', 'ada', 'pemandangan', 'yang', 'istimewa']","['terlalu', 'ramai', 'karena', 'pasar', 'tradisional', 'dan', 'tidak', 'ada', 'pemandangan', 'yang', 'istimewa']","['ramai', 'pasar', 'tradisional', 'pemandangan', 'istimewa']","['ramai', 'pasar', 'tradisional', 'pandang', 'istimewa']"
Al," terlalu ramai,   penjual menyebalkan,   kotor,   pemandangannya biasa sajaÂ â¦",Negatif,,Positif,terlalu ramai    penjual menyebalkan    kotor    pemandangannya biasa sajaÂ â¦,terlalu ramai    penjual menyebalkan    kotor    pemandangannya biasa saja,terlalu ramai penjual menyebalkan kotor pemandangannya biasa saja,terlalu ramai penjual menyebalkan kotor pemandangannya biasa saja,"['terlalu', 'ramai', 'penjual', 'menyebalkan', 'kotor', 'pemandangannya', 'biasa', 'saja']","['terlalu', 'ramai', 'penjual', 'menyebalkan', 'kotor', 'pemandangannya', 'biasa', 'saja']","['ramai', 'penjual', 'menyebalkan', 'kotor', 'pemandangannya']","['ramai', 'jual', 'sebal', 'kotor', 'pandang']"
Ibnu Darmawan, Harus ditambah dengan fasilitas umum yang lebih banyakÂ â¦,,,,Harus ditambah dengan fasilitas umum yang lebih banyakÂ â¦,Harus ditambah dengan fasilitas umum yang lebih banyak,Harus ditambah dengan fasilitas umum yang lebih banyak,harus ditambah dengan fasilitas umum yang lebih banyak,"['harus', 'ditambah', 'dengan', 'fasilitas', 'umum', 'yang', 'lebih', 'banyak']","['harus', 'ditambah', 'dengan', 'fasilitas', 'umum', 'yang', 'lebih', 'banyak']","['ditambah', 'fasilitas']","['tambah', 'fasilitas']"
Lawrence Philip, Kotor dan penuh sesak dengan pedagang kaki lima Â â¦,,,,Kotor dan penuh sesak dengan pedagang kaki lima Â â¦,Kotor dan penuh sesak dengan pedagang kaki lima ,Kotor dan penuh sesak dengan pedagang kaki lima ,kotor dan penuh sesak dengan pedagang kaki lima ,"['kotor', 'dan', 'penuh', 'sesak', 'dengan', 'pedagang', 'kaki', 'lima']","['kotor', 'dan', 'penuh', 'sesak', 'dengan', 'pedagang', 'kaki', 'lima']","['kotor', 'penuh', 'sesak', 'pedagang', 'kaki']","['kotor', 'penuh', 'sesak', 'dagang', 'kaki']"
Mario Kampes, Terlalu banyak orang.   .   .    Terlalu ramai.   .   .   ,,,,Terlalu banyak orang             Terlalu ramai,Terlalu banyak orang             Terlalu ramai,Terlalu banyak orang Terlalu ramai,terlalu banyak orang terlalu ramai,"['terlalu', 'banyak', 'orang', 'terlalu', 'ramai']","['terlalu', 'banyak', 'orang', 'terlalu', 'ramai']","['orang', 'ramai']","['orang', 'ramai']"
rusman fahri, Terlalu banyak orang dan penjual.    Â â¦,,,,Terlalu banyak orang dan penjual     Â â¦,Terlalu banyak orang dan penjual     ,Terlalu banyak orang dan penjual ,terlalu banyak orang dan penjual ,"['terlalu', 'banyak', 'orang', 'dan', 'penjual']","['terlalu', 'banyak', 'orang', 'dan', 'penjual']","['orang', 'penjual']","['orang', 'jual']"
Indah Sukmayani, Buat refrez oke Buat refrez okayy,,,,Buat refrez oke Buat refrez okayy,Buat refrez oke Buat refrez okayy,Buat refrez oke Buat refrez okayy,buat refrez oke buat refrez okayy,"['buat', 'refrez', 'oke', 'buat', 'refrez', 'okayy']","['buat', 'refrez', 'oke', 'buat', 'refrez', 'okayy']","['refrez', 'oke', 'refrez', 'okayy']","['refrez', 'oke', 'refrez', 'okayy']"
Sulasih Asih, Itu keren Senjuk eeh,,,Positif,Itu keren Senjuk eeh,Itu keren Senjuk eeh,Itu keren Senjuk eeh,itu keren senjuk eeh,"['itu', 'keren', 'senjuk', 'eeh']","['itu', 'keren', 'senjuk', 'eeh']","['keren', 'senjuk', 'eeh']","['keren', 'senjuk', 'eeh']"
widhi sidik, adam Adem,,,,adam Adem,adam Adem,adam Adem,adam adem,"['adam', 'adem']","['adam', 'adem']","['adam', 'adem']","['adam', 'adem']"
Sangkot Simanjuntak, tidak ada perbaikan selama bertahun-tahun.   .   .   .    Â â¦,,,,tidak ada perbaikan selama bertahun tahun                 Â â¦,tidak ada perbaikan selama bertahun tahun                 ,tidak ada perbaikan selama bertahun tahun ,tidak ada perbaikan selama bertahun tahun ,"['tidak', 'ada', 'perbaikan', 'selama', 'bertahun', 'tahun']","['tidak', 'ada', 'perbaikan', 'selama', 'bertahun', 'tahun']","['perbaikan', 'bertahun']","['baik', 'tahun']"
Rudy Maruta,ððð,,,,ððð,,,,[],[],[],[]
M.    Bagas Murditya, Tidak direkomendasikan .   .   .    Not recommended .   .   .   ,,,,Tidak direkomendasikan              Not recommended,Tidak direkomendasikan              Not recommended,Tidak direkomendasikan Not recommended,tidak direkomendasikan not recommended,"['tidak', 'direkomendasikan', 'not', 'recommended']","['tidak', 'direkomendasikan', 'not', 'recommended']","['direkomendasikan', 'not', 'recommended']","['rekomendasi', 'not', 'recommended']"
Widyo S, penuh sesak dan kotor overcrowded and dirty,Negatif,,,penuh sesak dan kotor overcrowded and dirty,penuh sesak dan kotor overcrowded and dirty,penuh sesak dan kotor overcrowded and dirty,penuh sesak dan kotor overcrowded and dirty,"['penuh', 'sesak', 'dan', 'kotor', 'overcrowded', 'and', 'dirty']","['penuh', 'sesak', 'dan', 'kotor', 'overcrowded', 'and', 'dirty']","['penuh', 'sesak', 'kotor', 'overcrowded', 'and', 'dirty']","['penuh', 'sesak', 'kotor', 'overcrowded', 'and', 'dirty']"
agung ariwibowo, Berrr.   .   ahem Berrr.   .   ademm,,,,Berrr        ahem Berrr        ademm,Berrr        ahem Berrr        ademm,Ber ahem Ber ademm,ber ahem ber ademm,"['ber', 'ahem', 'ber', 'ademm']","['ber', 'ahem', 'ber', 'ademm']","['ber', 'ahem', 'ber', 'ademm']","['ber', 'ahem', 'ber', 'ademm']"
Loso Loso,Sepiiiiii pol.   ,,,,Sepiiiiii pol,Sepiiiiii pol,Sepi pol,sepi pol,"['sepi', 'pol']","['sepi', 'pol']","['sepi', 'pol']","['sepi', 'pol']"
Ishak Lim, Tempat kotor Dirty place,Negatif,,,Tempat kotor Dirty place,Tempat kotor Dirty place,Tempat kotor Dirty place,tempat kotor dirty place,"['tempat', 'kotor', 'dirty', 'place']","['tempat', 'kotor', 'dirty', 'place']","['kotor', 'dirty', 'place']","['kotor', 'dirty', 'place']"
Amin Huawai,Uuuuuuadem,,,,Uuuuuuadem,Uuuuuuadem,Uuadem,uuadem,['uuadem'],['uuadem'],['uuadem'],['uuadem']
Cahyo Rohmadiyanto,"Nuansa alami sdh pudar dgn masifnya bangunan diseputar telaga,   bahkan di bibir telaga.    Hadirnya perahu boat yg melaju kencang menjadikan nuansa damai telaga hilang,   menjadi spt waduk2 pd umumnya.    Pengaturan yg memadukan kemudagan dan unsurÂ â¦",,,,Nuansa alami sdh pudar dgn masifnya bangunan diseputar telaga    bahkan di bibir telaga     Hadirnya perahu boat yg melaju kencang menjadikan nuansa damai telaga hilang    menjadi spt waduk2 pd umumnya     Pengaturan yg memadukan kemudagan dan unsurÂ â¦,Nuansa alami sdh pudar dgn masifnya bangunan diseputar telaga    bahkan di bibir telaga     Hadirnya perahu boat yg melaju kencang menjadikan nuansa damai telaga hilang    menjadi spt waduk2 pd umumnya     Pengaturan yg memadukan kemudagan dan unsur,Nuansa alami sdh pudar dgn masifnya bangunan diseputar telaga bahkan di bibir telaga Hadirnya perahu boat yg melaju kencang menjadikan nuansa damai telaga hilang menjadi spt waduk2 pd umumnya Pengaturan yg memadukan kemudagan dan unsur,nuansa alami sdh pudar dgn masifnya bangunan diseputar telaga bahkan di bibir telaga hadirnya perahu boat yg melaju kencang menjadikan nuansa damai telaga hilang menjadi spt waduk2 pd umumnya pengaturan yg memadukan kemudagan dan unsur,"['nuansa', 'alami', 'sdh', 'pudar', 'dgn', 'masifnya', 'bangunan', 'diseputar', 'telaga', 'bahkan', 'di', 'bibir', 'telaga', 'hadirnya', 'perahu', 'boat', 'yg', 'melaju', 'kencang', 'menjadikan', 'nuansa', 'damai', 'telaga', 'hilang', 'menjadi', 'spt', 'waduk2', 'pd', 'umumnya', 'pengaturan', 'yg', 'memadukan', 'kemudagan', 'dan', 'unsur']","['nuansa', 'alami', 'sdh', 'pudar', 'dengan', 'masifnya', 'bangunan', 'diseputar', 'telaga', 'bahkan', 'di', 'bibir', 'telaga', 'hadirnya', 'perahu', 'boat', 'yang', 'melaju', 'kencang', 'menjadikan', 'nuansa', 'damai', 'telaga', 'hilang', 'menjadi', 'seperti', 'waduk2', 'pada', 'umumnya', 'pengaturan', 'yang', 'memadukan', 'kemudagan', 'dan', 'unsur']","['nuansa', 'alami', 'sdh', 'pudar', 'masifnya', 'bangunan', 'diseputar', 'telaga', 'bibir', 'telaga', 'hadirnya', 'perahu', 'boat', 'melaju', 'kencang', 'menjadikan', 'nuansa', 'damai', 'telaga', 'hilang', 'waduk2', 'pengaturan', 'memadukan', 'kemudagan', 'unsur']","['nuansa', 'alami', 'sdh', 'pudar', 'masif', 'bangun', 'putar', 'telaga', 'bibir', 'telaga', 'hadir', 'perahu', 'boat', 'laju', 'kencang', 'jadi', 'nuansa', 'damai', 'telaga', 'hilang', 'waduk2', 'atur', 'madu', 'kemudagan', 'unsur']"
